uuid,adm4_pcode,date,freq,brgy_total_area,brgy_distance_to_coast,brgy_is_coastal,geometry
BGEOG000000,PH050506053,2003-01-01,S,0.8428,990.730625563734,False,"POLYGON ((123.735986255 13.189494837, 123.740287305 13.1852702910001, 123.741405772 13.1793654040001, 123.741917678 13.1782197750001, 123.742245706 13.1778470150001, 123.742614739 13.177463072, 123.742778753 13.177407158, 123.742968861 13.177433251, 123.743162696 13.1773773370001, 123.743240975 13.1773102400001, 123.743252158 13.17709404, 123.743304345 13.1769300250001, 123.743449721 13.1768070150001, 123.74359137 13.1766206350001, 123.743615759 13.176362335, 123.743645945 13.1763187340001, 123.743749918 13.1762986100001, 123.743816997 13.176248301, 123.743884076 13.176023585, 123.743947801 13.175939736, 123.744122207 13.1758391170001, 123.744192641 13.175701605, 123.744189287 13.175641233, 123.74420941 13.1755808620001, 123.744263074 13.175533907, 123.744293259 13.175470181, 123.744343569 13.17544335, 123.744410648 13.175446704, 123.744460957 13.1754098100001, 123.744511242 13.175329318, 123.744621922 13.175315902, 123.744715833 13.1752957780001, 123.744799682 13.1751884510001, 123.744819806 13.1750274610001, 123.744792974 13.174809453, 123.744886885 13.174631693, 123.744893593 13.1744807650001, 123.744870182 13.17445309, 123.744814513 13.1744561830001, 123.738011801 13.1771638660001, 123.737309796 13.178345865, 123.733532155 13.182885749, 123.733642928 13.183533212, 123.734438723 13.1878402410001, 123.735986255 13.189494837))"
